,id,label,max_val
125,4865a464-9253-427c-a2c9-69156016eb3f,0.0,3729.30493280001
126,492777f1-b0d0-4bfc-9bc7-572d7ecb5a98,0.0,4270.71928400073
127,49ebab0a-58c0-4bc4-94e0-987aa20c0754,11.0,6397.4026647993
128,49ed3643-d884-4644-8669-5791e50711f2,6.0,15198.7072480042
129,4a442c01-3d27-4263-8a1c-5fc24ee7e340,14.0,9612.81712118944
130,4af12402-f847-4bb4-9faf-f680bde8e54a,6.0,5722.63362319973
131,4b625506-e1c0-4679-971a-4f847ee2f4ab,16.0,6913.30366360125
132,4b838d22-262d-481e-922b-b544c050a7ff,1.0,8022.74125840631
133,4b857da7-8950-4d30-ac4b-dbb982136986,8.0,19833.5379988021
134,4bd9d159-dadd-4fd4-9ce9-23d3ea008cb0,16.0,15576.843937597
135,4c61bce6-7c29-4b82-9fcb-fedcd4585e8d,8.0,14347.666953603
136,4c6944f1-f355-425b-9096-263d1e3afe42,9.0,7845.66692120279
137,4cbfbd27-821f-4105-bcc9-2c8d62d205c6,7.0,10037.4363032024
138,4d02a52a-81c8-44b8-bed1-c9a8a6bde669,6.0,6731.58512719965
139,4fc5c9de-ad94-4c52-b1b3-329cf6a3f5cc,11.0,7867.96885920194
140,5020129b-04e1-41f8-97b0-b44664e2d4f2,8.0,13447.6748207999
141,504486d3-8316-47ae-82db-bc31e28e12ba,0.0,12096.4632479991
142,50612cc4-e0c3-4dc6-ac1c-112f19360ad5,8.0,18281.5737632
143,50f4e836-a17f-493b-b12a-d70211e38efd,9.0,5668.86711320331
144,51391be0-c021-471f-8c0a-14a36c8488ad,9.0,8893.95046559912
145,51995fa8-aff1-4efb-a366-bd2e60c2ac18,6.0,7686.43044840064
146,51b02e2a-3702-4f33-8f8c-cbd06cf79050,15.0,5053.43690840073
147,521bd677-bc1c-49a8-8c65-30c7cc9e0b7b,11.0,7243.02557599731
148,5248624a-45d0-4ee2-b509-92e5e7ea487a,6.0,6417.28579400296
149,527f0481-4ec2-46c2-9322-0ad19e6a1f71,6.0,8851.1903619999
150,52832fa5-6515-4188-950a-8f3d65eebce2,16.0,3967.73380640116
151,530f584a-d00a-4444-9c69-c9ab17046a62,6.0,11062.1188872028
152,531555ac-3f0c-40c6-a010-b13ab6d91d1f,15.0,11931.5503432008
153,536162d0-a901-4243-947f-bf2dcbef0532,8.0,14145.7768760001
154,539b5806-9b49-4656-b388-2a79bb26710b,1.0,6014.41790480021
155,542c2b05-36e8-4dca-9de3-af0f28e47706,10.0,19193.6434836025
156,54bc6af9-5112-4391-9d91-6e5ab837b96a,10.0,6881.21455319924
